Country_Code,AverageLeadTime,LodgingRevenue,OtherRevenue,Total_Revenue,Booking_Success_Rate,Service_share,Preference_Count
ABW,1.5245353313921541,1.422275083554459,0.15011721613358106,1.1972181648390525,0.5584283670635907,-0.13930810316462655,1.766792856665201
AFG,-1.0249644453898825,-1.217435726941917,-0.3135678915435598,-1.079992202773933,0.5584283670635907,0.953265448797945,-0.41427156952853605
AGO,-1.0609068474695054,0.7296737082929969,0.4188763028467009,0.7161816795096936,0.3705747068197723,0.04278748882913552,-0.3617158002226628
AIA,-1.3537059278254584,3.6252637968760473,0.5862200395673232,3.112334325432817,0.5584283670635907,-0.6855948791459123,-1.7281658021753654
ALB,0.5117924045022897,-0.289757260246847,-0.2918720704008862,-0.32184178012479336,-0.19298627391168222,0.40697867281665917,0.7419553552006737
AND,2.6131079602304905,2.6470657340235313,-0.1172963932993728,2.1098781687599018,-1.5079618956184095,-1.0497860631334361,0.032452469571386075
ARE,-0.8853588958489079,1.3164068121951051,0.19451796637905266,1.1246789263588923,0.5584283670635907,-0.6855948791459123,-0.9398292625872678
ARG,-0.05451958924006244,-0.14593738049960664,0.21385920228143623,-0.05445993980719159,0.1201031598280151,0.40697867281665917,0.16384189283606884
ARM,0.02919990828686422,-0.040192931679853695,1.9505340016554509,0.5492310670187034,0.5584283670635907,2.2279345927542784,-0.6770504160579018
ASM,2.991160665031403,-1.26690283151275,0.10487554258800585,-0.995262760316817,-1.0070188016348944,0.953265448797945,2.870464012088538
ATA,-0.9044259018301712,-0.8663988271714254,-1.1544911916471887,-1.0463813523024899,0.5584283670635907,-1.960264023102246,-0.41427156952853605
ATF,1.478949845827754,-1.2762514332526695,-0.7382341580958924,-1.254317136189255,-1.0070188016348944,-0.5034992871521505,0.24267554679487868
ATG,-1.0907127418769975,0.9073590526212708,0.37598921454141593,0.8473643272452523,0.5584283670635907,0.2248830808228971,-1.7281658021753654
AUS,1.4778540408863017,-0.4155609604820567,0.36640268892023464,-0.22743040611396292,-0.44345782090344005,0.953265448797945,0.37406497005956174
AUT,0.7313917147692542,-0.027686855180093433,0.2332004381838198,0.047125093334111134,-0.005132613667863822,0.5890742648104212,0.032452469571386075
AZE,0.047609431303256386,0.9672891617884374,0.7364089409658314,1.0034290374193722,0.5584283670635907,0.40697867281665917,0.6631217012418642
BDI,-1.3537059278254584,-2.49156965944222,-1.2890389196637695,-2.4033567332764347,-5.7033603077303505,-2.5065507990835316,-1.7281658021753654
BEL,0.5889370723805047,0.04988796588029901,0.45520418941117763,0.17615062678568194,-0.005132613667863822,0.5890742648104212,0.19011977748900546
BEN,0.9529634739308324,-0.42113297476412787,-0.7908759566823795,-0.5770835819139036,-1.0070188016348944,-1.231881655127198,0.24267554679487868
BFA,-1.3537059278254584,-2.49156965944222,-1.2890389196637695,-2.4033567332764347,-5.7033603077303505,-2.5065507990835316,0.8996226631182934
BGD,-1.009404015221265,0.5395441987347642,0.37329825998108435,0.5485287507401951,0.5584283670635907,0.953265448797945,-0.9661071472402044
BGR,0.08048357954681397,-0.05170842786280112,0.20494541530033775,0.019182938539194814,0.3079568200718328,0.5890742648104212,0.2689534314478153
BHR,-0.5165109525561917,0.417517085957403,-0.09223687895628474,0.3107946904653144,0.5584283670635907,0.04278748882913552,1.425180356177025
BIH,-0.4757470087341803,0.3019287452393239,0.11782576140960191,0.27979244331404296,0.18272104657595387,0.2248830808228971,0.24267554679487868
BLR,-0.1680449811744813,0.6919078337145143,-0.007639994965859655,0.5583611786393041,0.24533893332389334,0.04278748882913552,0.5317322779771811
BMU,0.9694005480526112,0.6504272829479832,-0.1487469247232486,0.48266151690585907,-2.5724659703333796,-1.4139772471209602,-1.7281658021753654
BOL,-0.8842630909074559,-0.1750356773059789,-0.24158485705468916,-0.21393590047692077,0.5584283670635907,1.3174566327854687,-1.5179427249518729
BRA,0.17669525340629252,-0.20221472474852695,0.1558354945742858,-0.11741757763056691,0.057485273080075644,0.5890742648104212,0.42662073936543465
BRB,2.446545609129799,-1.0936131873403325,-0.8672317923317892,-1.1448059621905076,0.5584283670635907,-0.6855948791459123,-1.7281658021753654
BWA,0.43245612674117057,0.34210915934003805,0.07325682650410949,0.299055975524542,0.5584283670635907,0.7711698568041828,-0.41427156952853605
CAF,1.1721244622212164,-0.24778141932190972,-0.6919833765901928,-0.4071732079634876,0.5584283670635907,0.2248830808228971,0.24267554679487868
CAN,0.6590685886334277,-0.4935072491612539,-0.013358273406564388,-0.40391245381327306,-0.3808399341555006,0.2248830808228971,0.37406497005956174
CHE,0.42894955092852455,0.009707551779584822,0.02179232053776736,0.01436705548656991,0.1201031598280151,0.2248830808228971,0.11128612353019562
CHL,-0.3166361312353616,-0.40800778556635986,0.018596811997373605,-0.32500220337807834,-0.31822204740756116,0.40697867281665917,0.21639766214194206
CHN,-0.5064295470948341,-0.10259949163905212,-0.44054730985920776,-0.21448772041003408,0.18272104657595387,-0.5034992871521505,0.29523131610075193
CIV,-0.6451584526826472,0.3782034296338998,0.8295832426173133,0.5538964537259333,0.5584283670635907,0.2248830808228971,0.8996226631182934
CMR,0.16288811114399843,-0.37946669018819496,-0.09072321701609816,-0.33458380403486304,-0.06775050041580329,0.2248830808228971,-0.15149272299917022
COD,-0.4113136781768075,1.4204796567302365,0.01506493413693847,1.1554303462678397,-0.31822204740756116,-0.6855948791459123,0.13756400818313222
COL,-0.21647955958665616,-0.2785513204129036,-0.01033094952619121,-0.22878487322251354,-0.31822204740756116,0.04278748882913552,-0.020103299734487146
COM,-0.3839185546405095,-1.2334707458203222,-0.11510999271910344,-1.0337898247378148,0.5584283670635907,1.6816478167729927,-0.41427156952853605
CPV,-0.719234866724797,-0.42317604666755426,-0.4055649005748968,-0.46386016472875785,-0.13036838716374274,-0.5034992871521505,0.3477870854066251
CRI,-0.8728667195163559,-0.8691229230426603,-0.47351150322327,-0.8455188966492669,0.18272104657595387,0.04278748882913552,-0.41427156952853605
CUB,0.11774094755617931,0.5907448188600196,0.06972494864367434,0.49941677669311607,0.5584283670635907,-0.5034992871521505,0.13756400818313222
CYM,1.1556873880994376,1.5524744839455258,1.2085032816440084,1.6184072701498564,0.5584283670635907,0.5890742648104212,0.8996226631182934
CYP,-0.2504495127716656,0.023513764945161594,-0.004444486425465903,0.017728140533714326,-0.13036838716374274,0.2248830808228971,-0.15149272299917022
CZE,0.3566264247926979,0.23283576814164,0.03625620129954977,0.1994775603218328,0.18272104657595387,0.2248830808228971,-0.15149272299917022
DEU,1.370026834647433,-0.40311679525209754,0.10958471306858619,-0.2939497907783419,-0.13036838716374274,0.953265448797945,-0.04638118438742376
DMA,1.3638903269753022,-0.1810410704766559,0.03961989449996433,-0.13487515369633163,0.5584283670635907,0.5890742648104212,0.8996226631182934
DNK,0.658191944680266,0.8065055941157806,0.4242582119673643,0.7800422954054361,0.057485273080075644,0.2248830808228971,0.006174584918449465
DOM,0.16507972102690216,0.01416516320524203,0.04365632634046166,0.024500476076467954,0.5584283670635907,0.7711698568041828,-0.15149272299917022
DZA,-0.6361728521627413,0.2596433479653829,0.2807966969696852,0.2941899270234523,0.3079568200718328,0.5890742648104212,-0.1777706076521068
ECU,-0.7571497176990333,-0.08254024022359539,-0.07020468849356963,-0.08781996303631093,-0.13036838716374274,-0.13930810316462655,-0.5719388774461556
EGY,-0.401889755680321,0.70255657212025,-0.4536657133408244,0.4340010318949638,-0.5060757076513795,-0.8676904711396743,0.006174584918449465
ERI,-1.2879576313383432,1.4274137189479252,1.1160017186326094,1.4894820675952152,0.5584283670635907,0.7711698568041828,0.8996226631182934
ESP,-0.21757536452810802,-0.29687705627393796,-0.01739470524706172,-0.24569062935516495,0.3079568200718328,0.2248830808228971,-0.15149272299917022
EST,0.45239977667559544,1.6983993468659924,0.23774142400437934,1.4470922636424244,0.3705747068197723,-0.13930810316462655,-0.20404849230504343
ETH,0.33383368201049785,-0.020071768994596232,0.04802912750100062,-0.001936715264503367,0.5584283670635907,0.5890742648104212,-1.7281658021753654
FIN,0.16135398422596559,0.3708978997974066,0.096298124926949,0.3292555755003761,-0.005132613667863822,0.04278748882913552,0.40034285471249836
FLK,0.22425318786530588,-0.892401560487758,-1.188128123651334,-1.0774839303506911,0.5584283670635907,-2.142359615096008,0.8996226631182934
FRA,0.1983921912470404,-0.12544475019554444,0.4550360047511571,0.0340820767332524,0.1201031598280151,0.953265448797945,-0.020103299734487146
FRO,2.415863070769145,2.077482051856243,4.44605798704298,3.009495156079893,0.5584283670635907,3.32050814471685,0.8996226631182934
FSM,-0.8496356547575753,-2.045560871797313,-1.1208542596430435,-1.9917993940708805,-2.5724659703333796,-1.4139772471209602,2.213516895765123
GAB,-1.0979450544905802,0.35281980901557525,-0.3219771245445961,0.189845794216583,0.5584283670635907,-1.231881655127198,-0.860995608628458
GBR,0.8414105308910269,-0.13918905209132046,0.12455314781043081,-0.07562975905935457,-0.005132613667863822,0.40697867281665917,0.24267554679487868
GEO,0.04892439723299874,0.023823321294165624,0.6072431220699138,0.2004307038426645,-0.005132613667863822,0.04278748882913552,-1.2551638784225068
GHA,-0.5500425837646205,0.1355112520147945,-0.46493408556221305,-0.028875561090122927,0.5584283670635907,0.2248830808228971,-0.860995608628458
GIB,1.677948023195423,0.5762575817266341,3.4329135950781278,1.4908867001522306,0.5584283670635907,3.502603736710612,0.8996226631182934
GIN,-1.276999581923824,2.1362977581669957,9.056840441511177,4.432438101785104,-2.5724659703333796,1.6816478167729927,2.213516895765123
GNB,-0.33241572239226924,1.769721129676505,0.2945878390913846,1.5218387818550378,0.5584283670635907,0.40697867281665917,-0.9398292625872678
GRC,-0.4419962165374612,0.6717247597594557,0.11278022160897995,0.5779257035405919,0.3705747068197723,0.04278748882913552,-0.41427156952853605
GRD,-1.2441254336802663,1.2961618269702455,-1.1208542596430435,0.7159308522673691,0.5584283670635907,-2.142359615096008,0.8996226631182934
GTM,-0.662253009769297,-0.9468834779124552,-0.42978349161788126,-0.8953833524233188,-1.1322545751307735,-0.3214036951583886,-0.04638118438742376
GUF,-1.3317898289964198,-0.3649175417850086,-1.0199434636306082,-0.5999088609654063,-2.5724659703333796,-2.142359615096008,-0.41427156952853605
GUY,2.591191861401452,-0.3742042322551275,-0.6331187455829388,-0.49205314676599843,0.5584283670635907,-0.6855948791459123,-1.7281658021753654
HKG,-0.4376129967716536,-0.5946083527459478,-0.6425370865440995,-0.6734514084148631,0.5584283670635907,-1.0497860631334361,1.9507380492357567
